student_id,study_hours,attendance,assignment_completion,quiz_average,sleep_hours,phone_usage,dsa_problems,exam_days_remaining,final_score,risk_score,risk_level
S0928,5.2,75.0,78.0,79.0,7.29,5.92,12.0,45,64.0,0,LOW
S0929,7.3,91.0,99.0,54.0,5.45,8.45,34.0,10,65.0,1,LOW
S0930,4.4,100.0,90.0,75.0,6.83,6.51,14.0,50,69.0,0,LOW
S0931,3.5,63.0,88.0,82.0,8.32,3.08,19.0,7,59.0,1,LOW
S0932,7.9,84.0,68.0,95.0,4.37,3.51,52.0,21,77.0,1,LOW
S0933,1.9,72.0,62.0,85.0,8.84,5.76,40.0,53,57.0,3,HIGH
S0934,0.5,77.0,89.0,83.0,8.35,0.5,35.0,37,70.0,1,LOW
S0935,5.3,100.0,88.0,73.0,6.45,9.68,53.0,31,85.0,0,LOW
S0936,3.6,60.0,97.0,78.0,7.65,6.6,45.0,23,75.0,1,LOW
S0937,2.7,81.0,66.0,91.0,7.0,8.57,64.0,57,64.0,1,LOW
S0938,5.8,84.0,72.0,52.0,8.48,1.55,26.0,27,76.0,1,LOW
S0939,4.9,91.0,50.0,67.0,8.18,8.61,26.0,56,60.0,2,MEDIUM
S0940,3.5,79.0,69.0,60.0,5.32,11.08,9.0,22,45.0,2,MEDIUM
S0941,2.2,82.0,90.0,78.0,7.7,2.2,26.0,39,66.0,0,LOW
S0942,6.1,73.0,68.0,90.0,6.75,7.43,54.0,57,68.0,2,MEDIUM
S0943,5.7,81.0,85.0,63.0,7.1,5.5,61.0,27,62.0,1,LOW
S0944,4.3,74.0,72.0,36.0,6.13,1.64,54.0,54,48.0,2,MEDIUM
S0945,7.8,85.0,80.0,66.0,9.1,6.73,0.0,49,68.0,1,LOW
S0946,2.6,74.0,58.0,86.0,8.25,7.58,57.0,4,64.0,2,MEDIUM
S0947,1.8,83.0,76.0,80.0,6.11,4.0,0.0,24,64.0,1,LOW
S0948,3.3,78.0,30.0,78.0,5.4,8.41,53.0,23,44.0,1,LOW
S0949,4.4,92.0,72.0,68.0,6.54,1.33,28.0,48,64.0,1,LOW
S0950,4.9,77.0,51.0,53.0,7.52,1.76,49.0,19,59.0,2,MEDIUM
S0951,4.1,57.0,93.0,80.0,7.29,5.84,8.0,42,65.0,1,LOW
S0952,5.1,93.0,87.0,59.0,8.5,5.56,58.0,3,73.0,1,LOW
S0953,2.2,67.0,82.0,100.0,7.95,3.71,6.0,27,62.0,1,LOW
S0954,7.1,70.0,98.0,81.0,8.16,7.52,22.0,3,83.0,1,LOW
S0955,4.4,71.0,61.0,63.0,7.39,6.83,15.0,28,54.0,3,HIGH
S0956,6.5,94.0,100.0,63.0,5.33,7.65,0.0,17,75.0,1,LOW
S0957,5.1,52.0,89.0,71.0,6.77,5.19,37.0,31,63.0,1,LOW
S0958,5.3,100.0,71.0,68.0,8.27,7.01,71.0,10,70.0,1,LOW
S0959,5.5,91.0,92.0,89.0,6.94,4.39,88.0,49,74.0,0,LOW
S0960,5.3,81.0,58.0,75.0,7.6,10.63,37.0,22,56.0,1,LOW
S0961,5.7,77.0,63.0,61.0,6.62,3.47,57.0,30,63.0,2,MEDIUM
S0962,6.9,81.0,66.0,100.0,5.76,10.76,40.0,49,75.0,1,LOW
S0963,4.9,84.0,67.0,73.0,6.85,5.59,45.0,21,81.0,1,LOW
S0964,5.8,86.0,59.0,84.0,7.37,2.06,28.0,36,67.0,1,LOW
S0965,4.3,85.0,93.0,63.0,6.21,8.92,39.0,53,57.0,1,LOW
S0966,7.1,79.0,71.0,77.0,6.72,5.81,46.0,23,82.0,0,LOW
S0967,3.3,76.0,80.0,77.0,5.87,7.63,23.0,38,68.0,0,LOW
S0968,7.7,76.0,66.0,44.0,8.34,8.56,33.0,12,52.0,2,MEDIUM
S0969,4.4,76.0,48.0,100.0,6.65,6.34,34.0,25,67.0,1,LOW
S0970,1.9,92.0,79.0,91.0,8.74,4.02,52.0,54,74.0,1,LOW
S0971,4.7,85.0,46.0,66.0,8.83,7.94,14.0,57,54.0,2,MEDIUM
S0972,3.3,43.0,74.0,55.0,6.9,5.5,34.0,20,52.0,2,MEDIUM
S0973,6.0,86.0,54.0,77.0,5.79,7.21,73.0,49,64.0,1,LOW
S0974,3.3,80.0,100.0,73.0,4.5,0.5,58.0,49,76.0,0,LOW
S0975,3.7,78.0,89.0,77.0,5.23,6.62,62.0,42,66.0,0,LOW
S0976,1.1,73.0,77.0,75.0,5.35,3.9,35.0,7,41.0,2,MEDIUM
S0977,3.7,91.0,94.0,80.0,8.65,9.63,41.0,29,71.0,0,LOW
S0978,0.5,89.0,62.0,94.0,7.14,7.06,55.0,48,50.0,2,MEDIUM
S0979,1.6,69.0,83.0,81.0,7.47,6.1,66.0,29,69.0,2,MEDIUM
S0980,5.9,83.0,78.0,56.0,4.34,6.72,0.0,13,53.0,1,LOW
S0981,5.9,66.0,79.0,92.0,5.56,3.0,9.0,3,57.0,1,LOW
S0982,5.3,61.0,94.0,97.0,8.06,9.56,61.0,2,66.0,1,LOW
S0983,2.8,70.0,86.0,100.0,7.34,10.48,29.0,16,66.0,1,LOW
S0984,4.4,88.0,79.0,55.0,6.82,6.48,22.0,30,61.0,1,LOW
S0985,4.5,89.0,50.0,76.0,7.68,9.48,10.0,38,48.0,1,LOW
S0986,2.4,84.0,61.0,41.0,8.96,4.08,24.0,6,40.0,2,MEDIUM
S0987,7.2,87.0,73.0,80.0,6.73,3.51,7.0,45,72.0,0,LOW
S0988,6.1,84.0,76.0,64.0,7.08,5.6,77.0,7,77.0,1,LOW
S0989,4.1,70.0,58.0,100.0,7.23,6.59,35.0,5,58.0,2,MEDIUM
S0990,4.5,83.0,100.0,60.0,9.87,4.52,34.0,56,70.0,1,LOW
S0991,4.9,88.0,98.0,47.0,4.48,6.84,47.0,7,55.0,1,LOW
S0992,0.8,87.0,84.0,65.0,7.82,6.27,54.0,34,60.0,2,MEDIUM
S0993,4.1,92.0,76.0,42.0,6.86,3.0,54.0,32,64.0,1,LOW
S0994,3.3,86.0,72.0,83.0,7.68,6.8,56.0,49,69.0,0,LOW
S0995,2.7,82.0,61.0,41.0,6.21,7.66,22.0,13,51.0,2,MEDIUM
S0996,4.0,91.0,76.0,72.0,6.94,5.93,29.0,30,70.0,0,LOW
S0997,7.7,78.0,79.0,41.0,7.85,8.38,50.0,25,75.0,1,LOW
S0998,5.7,67.0,56.0,67.0,10.74,2.46,24.0,21,60.0,3,HIGH
S0999,3.5,76.0,80.0,97.0,7.97,6.67,35.0,60,81.0,0,LOW
S1000,5.5,69.0,73.0,77.0,5.98,2.57,43.0,59,63.0,1,LOW
